Date,State,Population,Confirmed,Recovered,Deceased,Tested
Wed Mar 25 00:00:00 GMT+05:30 2020,JK,13203000,11,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,KA,65798000,51,3,1,
Wed Mar 25 00:00:00 GMT+05:30 2020,KL,35125000,118,3,,
Wed Mar 25 00:00:00 GMT+05:30 2020,LA,293000,13,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,MH,122153000,122,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,MP,82232000,15,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,OR,43671000,2,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,PB,29859000,31,,,3675493
Wed Mar 25 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,RJ,77264000,38,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,TG,37220000,41,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,TN,75695000,26,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,TT,1332900000,657,6,1,25144
Wed Mar 25 00:00:00 GMT+05:30 2020,UP,224979000,38,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,UT,11141000,5,,,
Wed Mar 25 00:00:00 GMT+05:30 2020,WB,96906000,9,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,AN,397000,1,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,AP,52221000,11,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,BR,119520000,7,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,CH,1179000,7,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,CT,28724000,6,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,DL,19814000,39,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,GA,1540000,3,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,GJ,67936000,44,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,HP,7300000,3,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,HR,28672000,32,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,JK,13203000,14,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,KA,65798000,55,3,2,
Thu Mar 26 00:00:00 GMT+05:30 2020,KL,35125000,137,3,,
Thu Mar 26 00:00:00 GMT+05:30 2020,LA,293000,13,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,MH,122153000,125,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,MP,82232000,20,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,OR,43671000,3,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,PB,29859000,33,,,3675493
Thu Mar 26 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,RJ,77264000,43,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,TG,37220000,45,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,TN,75695000,29,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,TT,1332900000,730,6,2,27688
Thu Mar 26 00:00:00 GMT+05:30 2020,UP,224979000,42,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,UT,11141000,5,,,
Thu Mar 26 00:00:00 GMT+05:30 2020,WB,96906000,10,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,AN,397000,6,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,AP,52221000,13,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,BR,119520000,9,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,CH,1179000,8,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,CT,28724000,6,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,DL,19814000,40,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,GA,1540000,3,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,GJ,67936000,47,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,HP,7300000,3,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,HR,28672000,33,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,JK,13203000,20,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,KA,65798000,64,5,3,
Fri Mar 27 00:00:00 GMT+05:30 2020,KL,35125000,176,3,,
Fri Mar 27 00:00:00 GMT+05:30 2020,LA,293000,13,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,MH,122153000,153,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,MP,82232000,29,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,OR,43671000,3,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,PB,29859000,38,,,3675493
Fri Mar 27 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,RJ,77264000,50,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,TG,37220000,59,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,TN,75695000,38,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,TT,1332900000,883,8,3,27688
Fri Mar 27 00:00:00 GMT+05:30 2020,UP,224979000,49,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,UT,11141000,5,,,
Fri Mar 27 00:00:00 GMT+05:30 2020,WB,96906000,15,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,AN,397000,9,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,AP,52221000,19,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,BR,119520000,11,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,CH,1179000,8,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,CT,28724000,7,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,DL,19814000,49,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,GA,1540000,3,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,GJ,67936000,55,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,HP,7300000,3,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,HR,28672000,35,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,JK,13203000,33,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,KA,65798000,76,5,3,
Sat Mar 28 00:00:00 GMT+05:30 2020,KL,35125000,182,3,,
Sat Mar 28 00:00:00 GMT+05:30 2020,LA,293000,13,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,MH,122153000,181,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,MP,82232000,39,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,OR,43671000,3,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,PB,29859000,38,,,3675493
Sat Mar 28 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,RJ,77264000,54,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,TG,37220000,67,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,TN,75695000,42,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,TT,1332900000,1019,8,3,27688
Sat Mar 28 00:00:00 GMT+05:30 2020,UP,224979000,65,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,UT,11141000,6,,,
Sat Mar 28 00:00:00 GMT+05:30 2020,WB,96906000,18,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,AN,397000,9,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,AP,52221000,21,1,,
Sun Mar 29 00:00:00 GMT+05:30 2020,BR,119520000,15,,1,
Sun Mar 29 00:00:00 GMT+05:30 2020,CH,1179000,8,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,CT,28724000,7,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,DL,19814000,72,6,2,
Sun Mar 29 00:00:00 GMT+05:30 2020,GA,1540000,5,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,GJ,67936000,63,1,5,
Sun Mar 29 00:00:00 GMT+05:30 2020,HP,7300000,3,1,1,
Sun Mar 29 00:00:00 GMT+05:30 2020,HR,28672000,35,14,,
Sun Mar 29 00:00:00 GMT+05:30 2020,JK,13203000,38,1,1,
Sun Mar 29 00:00:00 GMT+05:30 2020,KA,65798000,83,5,3,
Sun Mar 29 00:00:00 GMT+05:30 2020,KL,35125000,202,20,1,
Sun Mar 29 00:00:00 GMT+05:30 2020,LA,293000,13,3,,
Sun Mar 29 00:00:00 GMT+05:30 2020,MH,122153000,203,25,8,
Sun Mar 29 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,MP,82232000,39,,2,
Sun Mar 29 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,OR,43671000,3,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,PB,29859000,38,1,1,3675493
Sun Mar 29 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Sun Mar 29 00:00:00 GMT+05:30 2020,RJ,77264000,59,3,,
Sun Mar 29 00:00:00 GMT+05:30 2020,TG,37220000,70,1,1,
Sun Mar 29 00:00:00 GMT+05:30 2020,TN,75695000,50,4,1,
Sun Mar 29 00:00:00 GMT+05:30 2020,TT,1332900000,1139,99,28,27688
Sun Mar 29 00:00:00 GMT+05:30 2020,UP,224979000,72,11,,
Sun Mar 29 00:00:00 GMT+05:30 2020,UT,11141000,7,2,,
Sun Mar 29 00:00:00 GMT+05:30 2020,WB,96906000,21,,1,
Mon Mar 30 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,AP,52221000,23,1,,
Mon Mar 30 00:00:00 GMT+05:30 2020,BR,119520000,15,,1,
Mon Mar 30 00:00:00 GMT+05:30 2020,CH,1179000,13,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,CT,28724000,8,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,DL,19814000,97,6,2,
Mon Mar 30 00:00:00 GMT+05:30 2020,GA,1540000,5,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,GJ,67936000,70,3,6,
Mon Mar 30 00:00:00 GMT+05:30 2020,HP,7300000,3,1,1,
Mon Mar 30 00:00:00 GMT+05:30 2020,HR,28672000,36,20,,
Mon Mar 30 00:00:00 GMT+05:30 2020,JK,13203000,49,1,1,
Mon Mar 30 00:00:00 GMT+05:30 2020,KA,65798000,88,6,3,
Mon Mar 30 00:00:00 GMT+05:30 2020,KL,35125000,234,20,1,
Mon Mar 30 00:00:00 GMT+05:30 2020,LA,293000,13,3,,
Mon Mar 30 00:00:00 GMT+05:30 2020,MH,122153000,220,39,10,
Mon Mar 30 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,MP,82232000,47,,4,
Mon Mar 30 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,OR,43671000,3,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,PB,29859000,41,1,3,3675493
Mon Mar 30 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Mon Mar 30 00:00:00 GMT+05:30 2020,RJ,77264000,79,3,,
Mon Mar 30 00:00:00 GMT+05:30 2020,TG,37220000,77,14,6,
Mon Mar 30 00:00:00 GMT+05:30 2020,TN,75695000,67,4,1,
Mon Mar 30 00:00:00 GMT+05:30 2020,TT,1332900000,1326,141,41,38442
Mon Mar 30 00:00:00 GMT+05:30 2020,UP,224979000,96,17,,
Mon Mar 30 00:00:00 GMT+05:30 2020,UT,11141000,7,2,,
Mon Mar 30 00:00:00 GMT+05:30 2020,WB,96906000,22,,2,
Tue Mar 31 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,AP,52221000,44,1,,
Tue Mar 31 00:00:00 GMT+05:30 2020,AS,34293000,1,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,BR,119520000,21,,1,
Tue Mar 31 00:00:00 GMT+05:30 2020,CH,1179000,15,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,CT,28724000,9,2,,
Tue Mar 31 00:00:00 GMT+05:30 2020,DL,19814000,120,6,2,
Tue Mar 31 00:00:00 GMT+05:30 2020,GA,1540000,5,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,GJ,67936000,74,5,6,
Tue Mar 31 00:00:00 GMT+05:30 2020,HP,7300000,3,1,1,
Tue Mar 31 00:00:00 GMT+05:30 2020,HR,28672000,43,24,,
Tue Mar 31 00:00:00 GMT+05:30 2020,JH,37403000,1,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,JK,13203000,55,1,2,
Tue Mar 31 00:00:00 GMT+05:30 2020,KA,65798000,101,8,3,
Tue Mar 31 00:00:00 GMT+05:30 2020,KL,35125000,241,24,2,
Tue Mar 31 00:00:00 GMT+05:30 2020,LA,293000,13,3,,
Tue Mar 31 00:00:00 GMT+05:30 2020,MH,122153000,302,39,11,
Tue Mar 31 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,MP,82232000,66,,5,
Tue Mar 31 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,OR,43671000,4,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,PB,29859000,42,1,4,3675493
Tue Mar 31 00:00:00 GMT+05:30 2020,PY,1504000,1,,,
Tue Mar 31 00:00:00 GMT+05:30 2020,RJ,77264000,93,3,,
Tue Mar 31 00:00:00 GMT+05:30 2020,TG,37220000,97,14,6,
Tue Mar 31 00:00:00 GMT+05:30 2020,TN,75695000,124,6,1,
Tue Mar 31 00:00:00 GMT+05:30 2020,TT,1332900000,1635,160,47,42788
Tue Mar 31 00:00:00 GMT+05:30 2020,UP,224979000,104,17,,
Tue Mar 31 00:00:00 GMT+05:30 2020,UT,11141000,7,2,,
Tue Mar 31 00:00:00 GMT+05:30 2020,WB,96906000,37,3,3,
Wed Apr 01 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,AP,52221000,111,2,,
Wed Apr 01 00:00:00 GMT+05:30 2020,AS,34293000,16,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,BR,119520000,24,,1,
Wed Apr 01 00:00:00 GMT+05:30 2020,CH,1179000,17,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,CT,28724000,9,2,,
Wed Apr 01 00:00:00 GMT+05:30 2020,DL,19814000,152,6,2,2621
Wed Apr 01 00:00:00 GMT+05:30 2020,GA,1540000,5,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,GJ,67936000,87,5,6,
Wed Apr 01 00:00:00 GMT+05:30 2020,HP,7300000,3,1,1,
Wed Apr 01 00:00:00 GMT+05:30 2020,HR,28672000,43,27,,
Wed Apr 01 00:00:00 GMT+05:30 2020,JH,37403000,1,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,JK,13203000,62,2,2,
Wed Apr 01 00:00:00 GMT+05:30 2020,KA,65798000,110,9,3,
Wed Apr 01 00:00:00 GMT+05:30 2020,KL,35125000,265,26,2,7965
Wed Apr 01 00:00:00 GMT+05:30 2020,LA,293000,13,3,,
Wed Apr 01 00:00:00 GMT+05:30 2020,MH,122153000,335,39,16,
Wed Apr 01 00:00:00 GMT+05:30 2020,MN,3103000,1,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,MP,82232000,98,,6,
Wed Apr 01 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,OR,43671000,5,1,,
Wed Apr 01 00:00:00 GMT+05:30 2020,PB,29859000,46,1,4,3675493
Wed Apr 01 00:00:00 GMT+05:30 2020,PY,1504000,3,,,
Wed Apr 01 00:00:00 GMT+05:30 2020,RJ,77264000,120,3,,
Wed Apr 01 00:00:00 GMT+05:30 2020,TG,37220000,127,14,9,
Wed Apr 01 00:00:00 GMT+05:30 2020,TN,75695000,234,6,1,
Wed Apr 01 00:00:00 GMT+05:30 2020,TT,1332900000,2059,169,58,47951
Wed Apr 01 00:00:00 GMT+05:30 2020,UP,224979000,117,17,2,
Wed Apr 01 00:00:00 GMT+05:30 2020,UT,11141000,7,2,,
Wed Apr 01 00:00:00 GMT+05:30 2020,WB,96906000,37,3,3,659
Thu Apr 02 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Thu Apr 02 00:00:00 GMT+05:30 2020,AP,52221000,149,2,,1800
Thu Apr 02 00:00:00 GMT+05:30 2020,AR,1504000,1,,,
Thu Apr 02 00:00:00 GMT+05:30 2020,AS,34293000,16,,,962
Thu Apr 02 00:00:00 GMT+05:30 2020,BR,119520000,29,3,1,
Thu Apr 02 00:00:00 GMT+05:30 2020,CH,1179000,18,,,124
Thu Apr 02 00:00:00 GMT+05:30 2020,CT,28724000,9,3,,1232
Thu Apr 02 00:00:00 GMT+05:30 2020,DL,19814000,293,8,4,2621
Thu Apr 02 00:00:00 GMT+05:30 2020,GA,1540000,5,,,220
Thu Apr 02 00:00:00 GMT+05:30 2020,GJ,67936000,88,10,7,
Thu Apr 02 00:00:00 GMT+05:30 2020,HP,7300000,6,1,1,
Thu Apr 02 00:00:00 GMT+05:30 2020,HR,28672000,49,27,,
Thu Apr 02 00:00:00 GMT+05:30 2020,JH,37403000,2,,,
Thu Apr 02 00:00:00 GMT+05:30 2020,JK,13203000,70,3,2,
Thu Apr 02 00:00:00 GMT+05:30 2020,KA,65798000,124,11,3,
Thu Apr 02 00:00:00 GMT+05:30 2020,KL,35125000,286,28,2,8456
Thu Apr 02 00:00:00 GMT+05:30 2020,LA,293000,13,3,,
Thu Apr 02 00:00:00 GMT+05:30 2020,MH,122153000,423,42,21,
Thu Apr 02 00:00:00 GMT+05:30 2020,MN,3103000,2,,,
Thu Apr 02 00:00:00 GMT+05:30 2020,MP,82232000,107,,8,
Thu Apr 02 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Thu Apr 02 00:00:00 GMT+05:30 2020,OR,43671000,5,1,,
Thu Apr 02 00:00:00 GMT+05:30 2020,PB,29859000,47,1,5,1434
Thu Apr 02 00:00:00 GMT+05:30 2020,PY,1504000,5,,,
Thu Apr 02 00:00:00 GMT+05:30 2020,RJ,77264000,133,3,,
Thu Apr 02 00:00:00 GMT+05:30 2020,TG,37220000,154,17,9,
Thu Apr 02 00:00:00 GMT+05:30 2020,TN,75695000,309,6,1,
Thu Apr 02 00:00:00 GMT+05:30 2020,TT,1332900000,2545,191,69,55851
Thu Apr 02 00:00:00 GMT+05:30 2020,UP,224979000,128,17,2,
Thu Apr 02 00:00:00 GMT+05:30 2020,UT,11141000,10,2,,678
Thu Apr 02 00:00:00 GMT+05:30 2020,WB,96906000,53,3,3,659
Fri Apr 03 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Fri Apr 03 00:00:00 GMT+05:30 2020,AP,52221000,164,2,1,1800
Fri Apr 03 00:00:00 GMT+05:30 2020,AR,1504000,1,,,
Fri Apr 03 00:00:00 GMT+05:30 2020,AS,34293000,23,,,962
Fri Apr 03 00:00:00 GMT+05:30 2020,BR,119520000,31,3,1,
Fri Apr 03 00:00:00 GMT+05:30 2020,CH,1179000,18,,,124
Fri Apr 03 00:00:00 GMT+05:30 2020,CT,28724000,9,3,,1232
Fri Apr 03 00:00:00 GMT+05:30 2020,DL,19814000,386,8,6,2621
Fri Apr 03 00:00:00 GMT+05:30 2020,GA,1540000,6,,,220
Fri Apr 03 00:00:00 GMT+05:30 2020,GJ,67936000,95,10,9,
Fri Apr 03 00:00:00 GMT+05:30 2020,HP,7300000,6,1,2,
Fri Apr 03 00:00:00 GMT+05:30 2020,HR,28672000,58,28,,1325
Fri Apr 03 00:00:00 GMT+05:30 2020,JH,37403000,2,,,
Fri Apr 03 00:00:00 GMT+05:30 2020,JK,13203000,75,3,2,
Fri Apr 03 00:00:00 GMT+05:30 2020,KA,65798000,128,11,4,4587
Fri Apr 03 00:00:00 GMT+05:30 2020,KL,35125000,295,42,2,9139
Fri Apr 03 00:00:00 GMT+05:30 2020,LA,293000,14,3,,
Fri Apr 03 00:00:00 GMT+05:30 2020,MH,122153000,487,50,26,
Fri Apr 03 00:00:00 GMT+05:30 2020,MN,3103000,2,,,
Fri Apr 03 00:00:00 GMT+05:30 2020,MP,82232000,154,,8,
Fri Apr 03 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Fri Apr 03 00:00:00 GMT+05:30 2020,OR,43671000,20,2,,1395
Fri Apr 03 00:00:00 GMT+05:30 2020,PB,29859000,53,1,5,1434
Fri Apr 03 00:00:00 GMT+05:30 2020,PY,1504000,5,,,
Fri Apr 03 00:00:00 GMT+05:30 2020,RJ,77264000,179,3,,
Fri Apr 03 00:00:00 GMT+05:30 2020,TG,37220000,229,32,11,
Fri Apr 03 00:00:00 GMT+05:30 2020,TN,75695000,411,6,1,3684
Fri Apr 03 00:00:00 GMT+05:30 2020,TT,1332900000,3105,230,83,69245
Fri Apr 03 00:00:00 GMT+05:30 2020,UP,224979000,174,17,2,
Fri Apr 03 00:00:00 GMT+05:30 2020,UT,11141000,16,2,,678
Fri Apr 03 00:00:00 GMT+05:30 2020,WB,96906000,53,3,3,659
Sat Apr 04 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Sat Apr 04 00:00:00 GMT+05:30 2020,AP,52221000,192,2,1,1800
Sat Apr 04 00:00:00 GMT+05:30 2020,AR,1504000,1,,,
Sat Apr 04 00:00:00 GMT+05:30 2020,AS,34293000,26,,,962
Sat Apr 04 00:00:00 GMT+05:30 2020,BR,119520000,32,3,1,
Sat Apr 04 00:00:00 GMT+05:30 2020,CH,1179000,18,3,,124
Sat Apr 04 00:00:00 GMT+05:30 2020,CT,28724000,10,3,,1232
Sat Apr 04 00:00:00 GMT+05:30 2020,DL,19814000,445,16,6,2621
Sat Apr 04 00:00:00 GMT+05:30 2020,GA,1540000,7,,,220
Sat Apr 04 00:00:00 GMT+05:30 2020,GJ,67936000,108,13,10,
Sat Apr 04 00:00:00 GMT+05:30 2020,HP,7300000,13,1,2,
Sat Apr 04 00:00:00 GMT+05:30 2020,HR,28672000,84,29,,1325
Sat Apr 04 00:00:00 GMT+05:30 2020,JH,37403000,2,,,
Sat Apr 04 00:00:00 GMT+05:30 2020,JK,13203000,92,3,2,
Sat Apr 04 00:00:00 GMT+05:30 2020,KA,65798000,144,11,4,4587
Sat Apr 04 00:00:00 GMT+05:30 2020,KL,35125000,306,50,2,9744
Sat Apr 04 00:00:00 GMT+05:30 2020,LA,293000,14,3,,
Sat Apr 04 00:00:00 GMT+05:30 2020,MH,122153000,635,52,32,
Sat Apr 04 00:00:00 GMT+05:30 2020,MN,3103000,2,,,
Sat Apr 04 00:00:00 GMT+05:30 2020,MP,82232000,179,,11,
Sat Apr 04 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Sat Apr 04 00:00:00 GMT+05:30 2020,OR,43671000,21,2,,1395
Sat Apr 04 00:00:00 GMT+05:30 2020,PB,29859000,65,3,5,1434
Sat Apr 04 00:00:00 GMT+05:30 2020,PY,1504000,5,,,
Sat Apr 04 00:00:00 GMT+05:30 2020,RJ,77264000,206,25,1,
Sat Apr 04 00:00:00 GMT+05:30 2020,TG,37220000,272,33,11,
Sat Apr 04 00:00:00 GMT+05:30 2020,TN,75695000,485,8,3,3684
Sat Apr 04 00:00:00 GMT+05:30 2020,TT,1332900000,3684,286,96,79950
Sat Apr 04 00:00:00 GMT+05:30 2020,UP,224979000,234,21,2,
Sat Apr 04 00:00:00 GMT+05:30 2020,UT,11141000,22,2,,678
Sat Apr 04 00:00:00 GMT+05:30 2020,WB,96906000,53,3,3,1042
Sun Apr 05 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Sun Apr 05 00:00:00 GMT+05:30 2020,AP,52221000,256,5,1,1800
Sun Apr 05 00:00:00 GMT+05:30 2020,AR,1504000,1,,,
Sun Apr 05 00:00:00 GMT+05:30 2020,AS,34293000,26,,,962
Sun Apr 05 00:00:00 GMT+05:30 2020,BR,119520000,32,3,1,3037
Sun Apr 05 00:00:00 GMT+05:30 2020,CH,1179000,18,5,,124
Sun Apr 05 00:00:00 GMT+05:30 2020,CT,28724000,10,8,,1232
Sun Apr 05 00:00:00 GMT+05:30 2020,DL,19814000,503,16,7,2621
Sun Apr 05 00:00:00 GMT+05:30 2020,GA,1540000,7,,,220
Sun Apr 05 00:00:00 GMT+05:30 2020,GJ,67936000,128,21,11,
Sun Apr 05 00:00:00 GMT+05:30 2020,HP,7300000,14,1,2,
Sun Apr 05 00:00:00 GMT+05:30 2020,HR,28672000,90,29,,1325
Sun Apr 05 00:00:00 GMT+05:30 2020,JH,37403000,3,,,
Sun Apr 05 00:00:00 GMT+05:30 2020,JK,13203000,106,4,2,1551
Sun Apr 05 00:00:00 GMT+05:30 2020,KA,65798000,151,12,4,4587
Sun Apr 05 00:00:00 GMT+05:30 2020,KL,35125000,314,56,2,10221
Sun Apr 05 00:00:00 GMT+05:30 2020,LA,293000,14,3,,
Sun Apr 05 00:00:00 GMT+05:30 2020,MH,122153000,747,56,45,16008
Sun Apr 05 00:00:00 GMT+05:30 2020,MN,3103000,2,,,
Sun Apr 05 00:00:00 GMT+05:30 2020,MP,82232000,193,3,13,2812
Sun Apr 05 00:00:00 GMT+05:30 2020,MZ,1192000,1,,,
Sun Apr 05 00:00:00 GMT+05:30 2020,OR,43671000,39,2,,1395
Sun Apr 05 00:00:00 GMT+05:30 2020,PB,29859000,68,4,7,1434
Sun Apr 05 00:00:00 GMT+05:30 2020,PY,1504000,5,,,
Sun Apr 05 00:00:00 GMT+05:30 2020,RJ,77264000,266,25,1,
Sun Apr 05 00:00:00 GMT+05:30 2020,TG,37220000,334,33,11,
Sun Apr 05 00:00:00 GMT+05:30 2020,TN,75695000,571,8,5,3684
Sun Apr 05 00:00:00 GMT+05:30 2020,TT,1332900000,4293,329,118,89534
Sun Apr 05 00:00:00 GMT+05:30 2020,UP,224979000,278,21,3,5255
Sun Apr 05 00:00:00 GMT+05:30 2020,UT,11141000,26,4,,678
Sun Apr 05 00:00:00 GMT+05:30 2020,WB,96906000,80,10,3,1042
Mon Apr 06 00:00:00 GMT+05:30 2020,AN,397000,10,,,
Mon Apr 06 00:00:00 GMT+05:30 2020,AP,52221000,303,5,3,1800
Mon Apr 06 00:00:00 GMT+05:30 2020,AR,1504000,1,,,
Mon Apr 06 00:00:00 GMT+05:30 2020,AS,34293000,26,,,962
Mon Apr 06 00:00:00 GMT+05:30 2020,BR,119520000,32,9,1,3037
Mon Apr 06 00:00:00 GMT+05:30 2020,CH,1179000,18,5,,124
Mon Apr 06 00:00:00 GMT+05:30 2020,CT,28724000,10,8,,1232
Mon Apr 06 00:00:00 GMT+05:30 2020,DL,19814000,525,16,7,2621
Mon Apr 06 00:00:00 GMT+05:30 2020,GA,1540000,7,,,220
Mon Apr 06 00:00:00 GMT+05:30 2020,GJ,67936000,146,22,12,
Mon Apr 06 00:00:00 GMT+05:30 2020,HP,7300000,18,1,2,
Mon Apr 06 00:00:00 GMT+05:30 2020,HR,28672000,110,29,2,1325
